type,job,job_require,skill,path
single_hop_synonym,Fullstack (FinTech) #2,React,React,"['Fullstack (FinTech) #2', 'require>', 'React']"
single_hop_synonym,Fullstack (FinTech) #2,Angular,Angular,"['Fullstack (FinTech) #2', 'require>', 'Angular']"
single_hop_synonym,Fullstack (FinTech) #2,.Net,.Net,"['Fullstack (FinTech) #2', 'require>', '.Net']"
single_hop_synonym,Fullstack (FinTech) #2,Java,Java,"['Fullstack (FinTech) #2', 'require>', 'Java']"
single_hop_synonym,Fullstack (FinTech) #2,Registrar Systems,Registrar Systems,"['Fullstack (FinTech) #2', 'require>', 'Registrar Systems']"
single_hop_synonym,Fullstack (FinTech) #2,Depository Systems,Depository Systems,"['Fullstack (FinTech) #2', 'require>', 'Depository Systems']"
single_hop_synonym,Fullstack (FinTech) #2,Full Stack Developer,Full Stack Developer,"['Fullstack (FinTech) #2', 'require>', 'Full Stack Developer']"
single_hop_synonym,Fullstack (Bank) #1,English,English,"['Fullstack (Bank) #1', 'require>', 'English']"
single_hop_synonym,Fullstack (Bank) #1,Communication Skills,Communication Skills,"['Fullstack (Bank) #1', 'require>', 'Communication Skills']"
single_hop_synonym,Fullstack (Bank) #1,Jenkins,Jenkins,"['Fullstack (Bank) #1', 'require>', 'Jenkins']"
single_hop_synonym,Fullstack (Bank) #1,Mockito,Mockito,"['Fullstack (Bank) #1', 'require>', 'Mockito']"
single_hop_synonym,Fullstack (Bank) #1,Tomcat,Tomcat,"['Fullstack (Bank) #1', 'require>', 'Tomcat']"
single_hop_synonym,Fullstack (Bank) #1,Apache,Apache,"['Fullstack (Bank) #1', 'require>', 'Apache']"
single_hop_synonym,Fullstack (Bank) #1,Git,Git,"['Fullstack (Bank) #1', 'require>', 'Git']"
single_hop_synonym,Fullstack (Bank) #1,JSON,JSON,"['Fullstack (Bank) #1', 'require>', 'JSON']"
single_hop_synonym,Fullstack (Bank) #1,Web Services,Web Services,"['Fullstack (Bank) #1', 'require>', 'Web Services']"
single_hop_synonym,Fullstack (Bank) #1,Web API,Web API,"['Fullstack (Bank) #1', 'require>', 'Web API']"
single_hop_synonym,Fullstack (Bank) #1,REST,REST,"['Fullstack (Bank) #1', 'require>', 'REST']"
single_hop_synonym,Fullstack (Bank) #1,TypeScript,TypeScript,"['Fullstack (Bank) #1', 'require>', 'TypeScript']"
single_hop_synonym,Fullstack (Bank) #1,JavaScript,JavaScript,"['Fullstack (Bank) #1', 'require>', 'JavaScript']"
single_hop_synonym,Fullstack (Bank) #1,CSS,CSS,"['Fullstack (Bank) #1', 'require>', 'CSS']"
single_hop_synonym,Fullstack (Bank) #1,HTML,HTML,"['Fullstack (Bank) #1', 'require>', 'HTML']"
single_hop_synonym,Fullstack (Bank) #1,Digital Customer Onboarding,Digital Customer Onboarding,"['Fullstack (Bank) #1', 'require>', 'Digital Customer Onboarding']"
single_hop_synonym,Fullstack (Bank) #1,Brokerage Operations,Brokerage Operations,"['Fullstack (Bank) #1', 'require>', 'Brokerage Operations']"
single_hop_synonym,Fullstack (Bank) #1,Financial Markets,Financial Markets,"['Fullstack (Bank) #1', 'require>', 'Financial Markets']"
single_hop_synonym,Fullstack (Bank) #1,CI/CD,CI/CD,"['Fullstack (Bank) #1', 'require>', 'CI/CD']"
single_hop_synonym,Fullstack (Bank) #1,Kubernetes,Kubernetes,"['Fullstack (Bank) #1', 'require>', 'Kubernetes']"
single_hop_synonym,Fullstack (Bank) #1,Helm,Helm,"['Fullstack (Bank) #1', 'require>', 'Helm']"
single_hop_synonym,Fullstack (Bank) #1,AWS,AWS,"['Fullstack (Bank) #1', 'require>', 'AWS']"
single_hop_synonym,Fullstack (Bank) #1,Microservices,Microservices,"['Fullstack (Bank) #1', 'require>', 'Microservices']"
single_hop_synonym,Fullstack (Bank) #1,Sybase database,Sybase database,"['Fullstack (Bank) #1', 'require>', 'Sybase database']"
single_hop_synonym,Fullstack (Bank) #1,Java Spring framework,Java Spring framework,"['Fullstack (Bank) #1', 'require>', 'Java Spring framework']"
single_hop_synonym,Fullstack (Bank) #1,Java Spring Boot,Java Spring Boot,"['Fullstack (Bank) #1', 'require>', 'Java Spring Boot']"
single_hop_synonym,Fullstack (Bank) #1,Client-Server Architecture,Client-Server Architecture,"['Fullstack (Bank) #1', 'require>', 'Client-Server Architecture']"
single_hop_synonym,Fullstack (Bank) #1,MVC,MVC,"['Fullstack (Bank) #1', 'require>', 'MVC']"
single_hop_synonym,Fullstack (Bank) #1,OOP,OOP,"['Fullstack (Bank) #1', 'require>', 'OOP']"
single_hop_synonym,Fullstack (Bank) #1,Source Code,Source Code,"['Fullstack (Bank) #1', 'require>', 'Source Code']"
single_hop_synonym,Fullstack (Bank) #1,Agile Methodology,Agile Methodology,"['Fullstack (Bank) #1', 'require>', 'Agile Methodology']"
single_hop_synonym,Fullstack (Bank) #1,ReactJS,ReactJS,"['Fullstack (Bank) #1', 'require>', 'ReactJS']"
single_hop_synonym,Fullstack (Bank) #1,Java,Java,"['Fullstack (Bank) #1', 'require>', 'Java']"
single_hop_synonym,Fullstack (Bank) #1,Software Developer,Software Developer,"['Fullstack (Bank) #1', 'require>', 'Software Developer']"
single_hop_synonym,Fullstack (FinTech) #1,React,React,"['Fullstack (FinTech) #1', 'require>', 'React']"
single_hop_synonym,Fullstack (FinTech) #1,CSS,CSS,"['Fullstack (FinTech) #1', 'require>', 'CSS']"
single_hop_synonym,Fullstack (FinTech) #1,Product Management,Product Management,"['Fullstack (FinTech) #1', 'require>', 'Product Management']"
single_hop_synonym,Fullstack (FinTech) #1,Business Process,Business Process,"['Fullstack (FinTech) #1', 'require>', 'Business Process']"
single_hop_synonym,Fullstack (FinTech) #1,Cloud Computing,Cloud Computing,"['Fullstack (FinTech) #1', 'require>', 'Cloud Computing']"
single_hop_synonym,Fullstack (FinTech) #1,Software Configuration Management,Software Configuration Management,"['Fullstack (FinTech) #1', 'require>', 'Software Configuration Management']"
single_hop_synonym,Fullstack (FinTech) #1,Programming Paradigm,Programming Paradigm,"['Fullstack (FinTech) #1', 'require>', 'Programming Paradigm']"
single_hop_synonym,Fullstack (FinTech) #1,JavaScript Runtime Environment,JavaScript Runtime Environment,"['Fullstack (FinTech) #1', 'require>', 'JavaScript Runtime Environment']"
single_hop_synonym,Fullstack (FinTech) #1,JavaScript Tooling,JavaScript Tooling,"['Fullstack (FinTech) #1', 'require>', 'JavaScript Tooling']"
single_hop_synonym,Fullstack (FinTech) #1,JavaScript Library,JavaScript Library,"['Fullstack (FinTech) #1', 'require>', 'JavaScript Library']"
single_hop_synonym,Fullstack (FinTech) #1,JavaScript Framework,JavaScript Framework,"['Fullstack (FinTech) #1', 'require>', 'JavaScript Framework']"
single_hop_synonym,Fullstack (FinTech) #1,JavaScript Module Bundler,JavaScript Module Bundler,"['Fullstack (FinTech) #1', 'require>', 'JavaScript Module Bundler']"
single_hop_synonym,Fullstack (FinTech) #1,Markup Language,Markup Language,"['Fullstack (FinTech) #1', 'require>', 'Markup Language']"
single_hop_synonym,Fullstack (FinTech) #1,Mobile Technology,Mobile Technology,"['Fullstack (FinTech) #1', 'require>', 'Mobile Technology']"
single_hop_synonym,Fullstack (FinTech) #1,Operating System,Operating System,"['Fullstack (FinTech) #1', 'require>', 'Operating System']"
single_hop_synonym,Fullstack (FinTech) #1,Mobile Operating System,Mobile Operating System,"['Fullstack (FinTech) #1', 'require>', 'Mobile Operating System']"
single_hop_synonym,Fullstack (FinTech) #1,Software Development,Software Development,"['Fullstack (FinTech) #1', 'require>', 'Software Development']"
single_hop_synonym,Fullstack (FinTech) #1,Container Orchestration,Container Orchestration,"['Fullstack (FinTech) #1', 'require>', 'Container Orchestration']"
single_hop_synonym,Fullstack (FinTech) #1,Project Management,Project Management,"['Fullstack (FinTech) #1', 'require>', 'Project Management']"
single_hop_synonym,Fullstack (FinTech) #1,Agile Framework,Agile Framework,"['Fullstack (FinTech) #1', 'require>', 'Agile Framework']"
single_hop_synonym,Fullstack (FinTech) #1,System Administration,System Administration,"['Fullstack (FinTech) #1', 'require>', 'System Administration']"
single_hop_synonym,Fullstack (FinTech) #1,DevOps,DevOps,"['Fullstack (FinTech) #1', 'require>', 'DevOps']"
single_hop_synonym,Fullstack (FinTech) #1,Containerization Technology,Containerization Technology,"['Fullstack (FinTech) #1', 'require>', 'Containerization Technology']"
single_hop_synonym,Fullstack (FinTech) #1,Version Control System,Version Control System,"['Fullstack (FinTech) #1', 'require>', 'Version Control System']"
single_hop_synonym,Fullstack (FinTech) #1,Caching Technology,Caching Technology,"['Fullstack (FinTech) #1', 'require>', 'Caching Technology']"
single_hop_synonym,Fullstack (FinTech) #1,SQL,SQL,"['Fullstack (FinTech) #1', 'require>', 'SQL']"
single_hop_synonym,Fullstack (FinTech) #1,NoSQL Database,NoSQL Database,"['Fullstack (FinTech) #1', 'require>', 'NoSQL Database']"
single_hop_synonym,Fullstack (FinTech) #1,Database Management System,Database Management System,"['Fullstack (FinTech) #1', 'require>', 'Database Management System']"
single_hop_synonym,Fullstack (FinTech) #1,Relational Database Management System,Relational Database Management System,"['Fullstack (FinTech) #1', 'require>', 'Relational Database Management System']"
single_hop_synonym,Fullstack (FinTech) #1,Programming Framework,Programming Framework,"['Fullstack (FinTech) #1', 'require>', 'Programming Framework']"
single_hop_synonym,Fullstack (FinTech) #1,Java Framework,Java Framework,"['Fullstack (FinTech) #1', 'require>', 'Java Framework']"
single_hop_synonym,Fullstack (FinTech) #1,Programming Language,Programming Language,"['Fullstack (FinTech) #1', 'require>', 'Programming Language']"
single_hop_synonym,Fullstack (FinTech) #1,API,API,"['Fullstack (FinTech) #1', 'require>', 'API']"
single_hop_synonym,Fullstack (FinTech) #1,Testing,Testing,"['Fullstack (FinTech) #1', 'require>', 'Testing']"
single_hop_synonym,Fullstack (FinTech) #1,Event Driven Architecture,Event Driven Architecture,"['Fullstack (FinTech) #1', 'require>', 'Event Driven Architecture']"
single_hop_synonym,Fullstack (FinTech) #1,Asynchronous Programming,Asynchronous Programming,"['Fullstack (FinTech) #1', 'require>', 'Asynchronous Programming']"
single_hop_synonym,Fullstack (FinTech) #1,HTML5,HTML5,"['Fullstack (FinTech) #1', 'require>', 'HTML5']"
single_hop_synonym,Fullstack (FinTech) #1,Node.js,Node.js,"['Fullstack (FinTech) #1', 'require>', 'Node.js']"
single_hop_synonym,Fullstack (FinTech) #1,Vue.js,Vue.js,"['Fullstack (FinTech) #1', 'require>', 'Vue.js']"
single_hop_synonym,Fullstack (FinTech) #1,Redux,Redux,"['Fullstack (FinTech) #1', 'require>', 'Redux']"
single_hop_synonym,Fullstack (FinTech) #1,Software Engineering,Software Engineering,"['Fullstack (FinTech) #1', 'require>', 'Software Engineering']"
single_hop_synonym,Fullstack (FinTech) #1,Senior Software Engineer,Senior Software Engineer,"['Fullstack (FinTech) #1', 'require>', 'Senior Software Engineer']"
single_hop_synonym,Fullstack (FinTech) #1,Backend Development,Backend Development,"['Fullstack (FinTech) #1', 'require>', 'Backend Development']"
single_hop_synonym,Fullstack (FinTech) #1,Frontend Development,Frontend Development,"['Fullstack (FinTech) #1', 'require>', 'Frontend Development']"
single_hop_synonym,Fullstack (FinTech) #1,FinTech,FinTech,"['Fullstack (FinTech) #1', 'require>', 'FinTech']"
single_hop_synonym,Fullstack (FinTech) #1,e-Money Wallet,e-Money Wallet,"['Fullstack (FinTech) #1', 'require>', 'e-Money Wallet']"
single_hop_synonym,Fullstack (FinTech) #1,e-Commerce,e-Commerce,"['Fullstack (FinTech) #1', 'require>', 'e-Commerce']"
single_hop_synonym,Fullstack (FinTech) #1,Technical Design,Technical Design,"['Fullstack (FinTech) #1', 'require>', 'Technical Design']"
single_hop_synonym,Fullstack (FinTech) #1,Software Application,Software Application,"['Fullstack (FinTech) #1', 'require>', 'Software Application']"
single_hop_synonym,Fullstack (FinTech) #1,Code Development,Code Development,"['Fullstack (FinTech) #1', 'require>', 'Code Development']"
single_hop_synonym,Fullstack (FinTech) #1,Component Test Execution,Component Test Execution,"['Fullstack (FinTech) #1', 'require>', 'Component Test Execution']"
single_hop_synonym,Fullstack (FinTech) #1,System Architecture,System Architecture,"['Fullstack (FinTech) #1', 'require>', 'System Architecture']"
single_hop_synonym,Fullstack (FinTech) #1,Performance Tuning,Performance Tuning,"['Fullstack (FinTech) #1', 'require>', 'Performance Tuning']"
single_hop_synonym,Fullstack (FinTech) #1,Product Features,Product Features,"['Fullstack (FinTech) #1', 'require>', 'Product Features']"
single_hop_synonym,Fullstack (FinTech) #1,Workflow,Workflow,"['Fullstack (FinTech) #1', 'require>', 'Workflow']"
single_hop_synonym,Fullstack (FinTech) #1,Product Owner,Product Owner,"['Fullstack (FinTech) #1', 'require>', 'Product Owner']"
single_hop_synonym,Fullstack (FinTech) #1,Project Manager,Project Manager,"['Fullstack (FinTech) #1', 'require>', 'Project Manager']"
single_hop_synonym,Fullstack (FinTech) #1,Scrum Master,Scrum Master,"['Fullstack (FinTech) #1', 'require>', 'Scrum Master']"
single_hop_synonym,Fullstack (FinTech) #1,Designer,Designer,"['Fullstack (FinTech) #1', 'require>', 'Designer']"
single_hop_synonym,Fullstack (FinTech) #1,Backend Service,Backend Service,"['Fullstack (FinTech) #1', 'require>', 'Backend Service']"
single_hop_synonym,Fullstack (FinTech) #1,Server Configuration,Server Configuration,"['Fullstack (FinTech) #1', 'require>', 'Server Configuration']"
single_hop_synonym,Fullstack (FinTech) #1,Continuous Integration/Continuous Deployment,Continuous Integration/Continuous Deployment,"['Fullstack (FinTech) #1', 'require>', 'Continuous Integration/Continuous Deployment']"
single_hop_synonym,Fullstack (FinTech) #1,Database,Database,"['Fullstack (FinTech) #1', 'require>', 'Database']"
single_hop_synonym,Fullstack (FinTech) #1,API Design,API Design,"['Fullstack (FinTech) #1', 'require>', 'API Design']"
single_hop_synonym,Fullstack (FinTech) #1,Web Application,Web Application,"['Fullstack (FinTech) #1', 'require>', 'Web Application']"
single_hop_synonym,Fullstack (FinTech) #1,Client/Server Application,Client/Server Application,"['Fullstack (FinTech) #1', 'require>', 'Client/Server Application']"
single_hop_synonym,Fullstack (FinTech) #1,RESTful API,RESTful API,"['Fullstack (FinTech) #1', 'require>', 'RESTful API']"
single_hop_synonym,Fullstack (FinTech) #1,Java,Java,"['Fullstack (FinTech) #1', 'require>', 'Java']"
single_hop_synonym,Fullstack (FinTech) #1,Spring Framework,Spring Framework,"['Fullstack (FinTech) #1', 'require>', 'Spring Framework']"
single_hop_synonym,Fullstack (FinTech) #1,MySQL,MySQL,"['Fullstack (FinTech) #1', 'require>', 'MySQL']"
single_hop_synonym,Fullstack (FinTech) #1,MongoDB,MongoDB,"['Fullstack (FinTech) #1', 'require>', 'MongoDB']"
single_hop_synonym,Fullstack (FinTech) #1,Database Management,Database Management,"['Fullstack (FinTech) #1', 'require>', 'Database Management']"
single_hop_synonym,Fullstack (FinTech) #1,Caching,Caching,"['Fullstack (FinTech) #1', 'require>', 'Caching']"
single_hop_synonym,Fullstack (FinTech) #1,Redis,Redis,"['Fullstack (FinTech) #1', 'require>', 'Redis']"
single_hop_synonym,Fullstack (FinTech) #1,Git,Git,"['Fullstack (FinTech) #1', 'require>', 'Git']"
single_hop_synonym,Fullstack (FinTech) #1,Docker,Docker,"['Fullstack (FinTech) #1', 'require>', 'Docker']"
single_hop_synonym,Fullstack (FinTech) #1,Cloud Platform,Cloud Platform,"['Fullstack (FinTech) #1', 'require>', 'Cloud Platform']"
single_hop_synonym,Fullstack (FinTech) #1,Amazon Web Services,Amazon Web Services,"['Fullstack (FinTech) #1', 'require>', 'Amazon Web Services']"
single_hop_synonym,Fullstack (FinTech) #1,SCRUM,SCRUM,"['Fullstack (FinTech) #1', 'require>', 'SCRUM']"
single_hop_synonym,Fullstack (FinTech) #1,Agile,Agile,"['Fullstack (FinTech) #1', 'require>', 'Agile']"
single_hop_synonym,Fullstack (FinTech) #1,Troubleshooting,Troubleshooting,"['Fullstack (FinTech) #1', 'require>', 'Troubleshooting']"
single_hop_synonym,Fullstack (FinTech) #1,Kubernetes,Kubernetes,"['Fullstack (FinTech) #1', 'require>', 'Kubernetes']"
single_hop_synonym,Fullstack (FinTech) #1,NoSQL,NoSQL,"['Fullstack (FinTech) #1', 'require>', 'NoSQL']"
single_hop_synonym,Fullstack (FinTech) #1,Mobile Application Development,Mobile Application Development,"['Fullstack (FinTech) #1', 'require>', 'Mobile Application Development']"
single_hop_synonym,Fullstack (FinTech) #1,iOS,iOS,"['Fullstack (FinTech) #1', 'require>', 'iOS']"
single_hop_synonym,Fullstack (FinTech) #1,Android,Android,"['Fullstack (FinTech) #1', 'require>', 'Android']"
single_hop_synonym,Fullstack (FinTech) #1,Huawei,Huawei,"['Fullstack (FinTech) #1', 'require>', 'Huawei']"
single_hop_synonym,Fullstack (FinTech) #1,Responsive Web Design,Responsive Web Design,"['Fullstack (FinTech) #1', 'require>', 'Responsive Web Design']"
single_hop_synonym,Fullstack (FinTech) #1,JavaScript,JavaScript,"['Fullstack (FinTech) #1', 'require>', 'JavaScript']"
single_hop_synonym,Fullstack (FinTech) #1,Webpack,Webpack,"['Fullstack (FinTech) #1', 'require>', 'Webpack']"
single_hop_synonym,Fullstack (Bank) #2,System Stability,System Stability,"['Fullstack (Bank) #2', 'require>', 'System Stability']"
single_hop_synonym,Fullstack (Bank) #2,System Performance,System Performance,"['Fullstack (Bank) #2', 'require>', 'System Performance']"
single_hop_synonym,Fullstack (Bank) #2,Production Support,Production Support,"['Fullstack (Bank) #2', 'require>', 'Production Support']"
single_hop_synonym,Fullstack (Bank) #2,Application Programs,Application Programs,"['Fullstack (Bank) #2', 'require>', 'Application Programs']"
single_hop_synonym,Fullstack (Bank) #2,Deployment,Deployment,"['Fullstack (Bank) #2', 'require>', 'Deployment']"
single_hop_synonym,Fullstack (Bank) #2,Testing,Testing,"['Fullstack (Bank) #2', 'require>', 'Testing']"
single_hop_synonym,Fullstack (Bank) #2,Coding,Coding,"['Fullstack (Bank) #2', 'require>', 'Coding']"
single_hop_synonym,Fullstack (Bank) #2,System Design,System Design,"['Fullstack (Bank) #2', 'require>', 'System Design']"
single_hop_synonym,Fullstack (Bank) #2,Technical Task Specification,Technical Task Specification,"['Fullstack (Bank) #2', 'require>', 'Technical Task Specification']"
